id,word,description,meaning,pronunciation,lesson,level,example
1041,ぶっか,NULL,"giá cả, mức giá, vật giá",NULL,21,NULL,NULL
1042,ほうそう,NULL,"phát, phát thanh",NULL,21,NULL,NULL
1043,ニュース,NULL,"tin tức, bản tin",NULL,21,NULL,NULL
1044,アニメ,NULL,phim hoạt hình (Nhật Bản),NULL,21,NULL,NULL
1045,マンガ,NULL,truyện tranh,NULL,21,NULL,NULL
1046,デザイン,NULL,thiết kế,NULL,21,NULL,NULL
1047,ゆめ,NULL,giấc mơ,NULL,21,NULL,NULL
1048,てんさい,NULL,thiên tài,NULL,21,NULL,NULL
1049,しあい,NULL,trận đấu (～を します : có trận đấu),NULL,21,NULL,NULL
1050,いけん,NULL,ý kiến,NULL,21,NULL,NULL
1051,はなし,NULL,"câu chuyện, bài nói chuyện (～を します : nói chuyện)",NULL,21,NULL,NULL
1052,ちきゅう,NULL,trái đất,NULL,21,NULL,NULL
1053,つき,NULL,"mặt trăng, trăng",NULL,21,NULL,NULL
1054,さいきん,NULL,gần đây,NULL,21,NULL,NULL
1055,たぶん,NULL,"chắc, có thể",NULL,21,NULL,NULL
1056,きっと,NULL,"chắc chắn, nhất định",NULL,21,NULL,NULL
1057,ほんとうに,NULL,thật sự,NULL,21,NULL,NULL
1058,そんなに,NULL,(không) ～ lắm,NULL,21,NULL,NULL
1059,～に ついて,NULL,về ～,NULL,21,NULL,NULL
1060,ひさしぶりですね。,NULL,Đã lâu không gặp anh/chị.,NULL,21,NULL,NULL
1061,～でも のみませんか。,NULL,Anh/Chị uống ～ nhé?,NULL,21,NULL,NULL
1062,もちろん,NULL,"tất nhiên, dĩ nhiên",NULL,21,NULL,NULL
1063,もう かえらないと……。,NULL,Tôi phải về bây giờ không thì...,NULL,21,NULL,NULL
1064,アインシュタイン,NULL,Albert Einstein (1879-1955),NULL,21,NULL,NULL
1065,ガガーリン,NULL,Yuri Alekseyevich Gagarin (1934-1968),NULL,21,NULL,NULL
1066,ガリレオ,NULL,Galileo Galilei (1564-1642),NULL,21,NULL,NULL
1067,キングぼくし,NULL,"Martin Luther King, Jr. (1929-1968)",NULL,21,NULL,NULL
1068,フランクリン,NULL,Benjamin Franklin (1706-1790),NULL,21,NULL,NULL
1069,かぐやひめ,NULL,"công chúa Kaguya (nữ anh hùng tron truyện cổ tích dân gian ""Taketori Monogatari"" của Nhật Bản)",NULL,21,NULL,NULL
1070,てんじんまつり,NULL,Lễ hội Tenjin (một lễ hội ở Osaka),NULL,21,NULL,NULL
1071,よしのやま,NULL,núi Yoshino (một ngọn núi ở tỉnh Nara),NULL,21,NULL,NULL
1072,カンガルー,NULL,con căng-gu-ru,NULL,21,NULL,NULL
1073,キャプテン・クック,NULL,Thuyển trưởng Cook (James Cook 1728-1779),NULL,21,NULL,NULL
1074,ヨーネン,NULL,tên công ty giả định,NULL,21,NULL,NULL
1075,たります,NULL,đủ,NULL,21,NULL,NULL
1076,おなじ,NULL,giống,NULL,21,NULL,NULL
1077,しゅしょう,NULL,thủ tướng,NULL,21,NULL,NULL
1078,だいとうりょう,NULL,tổng thống,NULL,21,NULL,NULL
1079,せいじ,NULL,chính trị,NULL,21,NULL,NULL
1080,スピーチ,NULL,"bài diễn thuyết, bài phát biểu (～を します : diễn thuyết)",NULL,21,NULL,NULL
1081,アルバイト,NULL,công việc làm thêm (～を します : làm thêm),NULL,21,NULL,NULL
1082,ユーモア,NULL,hài hước,NULL,21,NULL,NULL
1083,むだ,NULL,sự lãng phí,NULL,21,NULL,NULL
1084,ラッシュ,NULL,giớ cao điểm,NULL,21,NULL,NULL
1085,しかたが ありません。,NULL,Không có cách nào khác./ Đành chịu vậy./ Chuyện đã rồi.,NULL,21,NULL,NULL
1086,しばらくですね。,NULL,Lâu rồi không gặp nhỉ.,NULL,21,NULL,NULL
1087,みないと……。,NULL,Tôi phải xem,NULL,21,NULL,NULL
1088,きます,NULL,"mặc (áo sơ mi, v.v.)",NULL,22,NULL,NULL
1089,はきます,NULL,"đi, mặc (giày, quần âu, v.v.)",NULL,22,NULL,NULL
1090,かぶります,NULL,"đội (mũ, v.v.)",NULL,22,NULL,NULL
1091,かけます［めがねを～］,NULL,đeo [kính],NULL,22,NULL,NULL
1092,します［ネクタイを～］,NULL,đeo [cà vạt],NULL,22,NULL,NULL
1093,うまれます,NULL,sinh ra,NULL,22,NULL,NULL
1094,わたしたち,NULL,"chúng tôi, chúng ta",NULL,22,NULL,NULL
1095,コート,NULL,áo khoác,NULL,22,NULL,NULL
1096,セーター,NULL,áo len,NULL,22,NULL,NULL
1097,スーツ,NULL,"com-lê, vét",NULL,22,NULL,NULL
1098,ぼうし,NULL,mũ,NULL,22,NULL,NULL
1099,めがね,NULL,kính,NULL,22,NULL,NULL
1100,ケーキ,NULL,bánh ngọt,NULL,22,NULL,NULL
1101,［お］べんとう,NULL,cơm hộp,NULL,22,NULL,NULL
1102,ロボット,NULL,rô bốt,NULL,22,NULL,NULL
1103,ユーモア,NULL,sự hài hước,NULL,22,NULL,NULL
1104,つごう,NULL,(sự) thích hợp,NULL,22,NULL,NULL
1105,よく,NULL,thường hay,NULL,22,NULL,NULL
1106,えーと,NULL,"ừ, à",NULL,22,NULL,NULL
1107,おめでとう［ございます］。,NULL,"Chúc mừng. (dùng để nói trong dịp sinh nhật, lễ cưới, năm mới, v.v.)",NULL,22,NULL,NULL
1108,おさがしですか。,NULL,Anh/Chị tìm ～ à?,NULL,22,NULL,NULL
1109,では,NULL,Thế/Vậy (nhé),NULL,22,NULL,NULL
1110,こちら,NULL,"đây, cái này (cách nói lịch sự của これ)",NULL,22,NULL,NULL
1111,やちん,NULL,tiền thuê nhà,NULL,22,NULL,NULL
1630,さわぎます,NULL,làm ồn,NULL,33,NULL,NULL
1112,ダイニングキチン,NULL,bếp kèm phòng ăn,NULL,22,NULL,NULL
1113,わしつ,NULL,phòng kiểu Nhật,NULL,22,NULL,NULL
1114,おしいれ,NULL,"chỗ để chăn gối, đệm trong một căn phòng kiểu Nhật",NULL,22,NULL,NULL
1115,ふとん,NULL,"chăn, đệm kiểu Nhật",NULL,22,NULL,NULL
1116,パリ,NULL,Pa-ri,NULL,22,NULL,NULL
1117,ばんりの ちょうじょう,NULL,Vạn Lý Trường Thành,NULL,22,NULL,NULL
1118,みんなの アンケート,NULL,tiêu đề của bảng điều tra giả định,NULL,22,NULL,NULL
1119,うーん。,NULL,Ừ～./ Để tôi xem./ Thế nào nhỉ,NULL,22,NULL,NULL
1120,アパート,NULL,nhà chung cư,NULL,22,NULL,NULL
1121,よかかいはつセンター,NULL,Trung tâm phát triển hoạt động giải trí cho người dân,NULL,22,NULL,NULL
1122,レジャーはくしょ,NULL,sách trắng về sử dụng thời gian rảnh rỗi,NULL,22,NULL,NULL
1123,ききます［せんせいに～］,NULL,hỏi [giáo viên],NULL,23,NULL,NULL
1124,まわします,NULL,vặn,NULL,23,NULL,NULL
1125,ひきます,NULL,kéo,NULL,23,NULL,NULL
1126,かえます,NULL,đổi,NULL,23,NULL,NULL
1127,さわります［ドアに～］,NULL,"sờ, chạm vào [cửa]",NULL,23,NULL,NULL
1128,でます［おつりが～］,NULL,"[tiền thừa] ra, chạy ra",NULL,23,NULL,NULL
1129,あるきます,NULL,đi bộ,NULL,23,NULL,NULL
1130,わたります［はしを～］,NULL,"qua, đi qua [cầu]",NULL,23,NULL,NULL
1131,まがります［みぎへ～］,NULL,"rẽ, quẹo [phải]",NULL,23,NULL,NULL
1132,さびしい,NULL,"buồn, cô đơn",NULL,23,NULL,NULL
1133,［お］ゆ,NULL,nước nóng,NULL,23,NULL,NULL
1134,おと,NULL,âm thanh,NULL,23,NULL,NULL
1135,サイズ,NULL,"cỡ, kích cỡ",NULL,23,NULL,NULL
1136,こしょう,NULL,"(sự) hỏng, hỏng hóc (～します : bị hỏng)",NULL,23,NULL,NULL
1137,みち,NULL,"đường, đường sá",NULL,23,NULL,NULL
1138,こうさてん,NULL,ngã tư,NULL,23,NULL,NULL
1139,しんごう,NULL,đèn tín hiệu,NULL,23,NULL,NULL
1140,かど,NULL,góc,NULL,23,NULL,NULL
1141,はし,NULL,cầu,NULL,23,NULL,NULL
1142,ちゅうしゃじょう,NULL,bãi đỗ xe,NULL,23,NULL,NULL
1143,たてもの,NULL,tòa nhà,NULL,23,NULL,NULL
1144,なんかいも,NULL,nhiều lần,NULL,23,NULL,NULL
1145,－め,NULL,"thứ －, số － (biểu thị thứ tự)",NULL,23,NULL,NULL
1146,しょうとくたいし,NULL,Thái Tử Shotoku (574-622),NULL,23,NULL,NULL
1147,ほうりゅうじ,NULL,"Chùa Horyuji, một ngôi chùa ở Nara do Hoàng tử Shotoku xây vào đầu thế kỉ thứ 7",NULL,23,NULL,NULL
1148,げんきちゃ,NULL,tên trà giả định,NULL,23,NULL,NULL
1149,ほんだえき,NULL,tên ga giả định,NULL,23,NULL,NULL
1150,としょかんまえ,NULL,tên điểm dừng xe buýt giả định,NULL,23,NULL,NULL
1151,うごきます［とけいが～］,NULL,"chuyển động, chạy [đồng hồ ～]",NULL,23,NULL,NULL
1152,きを つけます［くるまに～］,NULL,"chú ý, cẩn thận [với ô-tô]",NULL,23,NULL,NULL
1153,ひっこしします,NULL,chuyển nhà,NULL,23,NULL,NULL
1154,でんきや,NULL,của hàng đồ điện,NULL,23,NULL,NULL
1155,～や,NULL,cửa hàng ～,NULL,23,NULL,NULL
1156,きかい,NULL,"máy, máy móc",NULL,23,NULL,NULL
1157,つまみ,NULL,núm vặn,NULL,23,NULL,NULL
1158,［お］しょうがつ,NULL,Tết (Dương lịch),NULL,23,NULL,NULL
1159,ごちそうさま［でした］。,NULL,Xin cảm ơn anh/chị đã đãi tôi bữa cơ. (câu nói dùng khi ăn xong bữa cơm),NULL,23,NULL,NULL
1160,がいこくじんとうろくしょう,NULL,"thẻ đăng ký người nước ngoài, thẻ đăng ký ngoại kiều",NULL,23,NULL,NULL
1161,くれます,NULL,"cho, tặng (tôi)",NULL,24,NULL,NULL
1162,なおします,NULL,"chữa, sửa",NULL,24,NULL,NULL
1163,つれて いきます,NULL,dẫn (một ai đó) đi,NULL,24,NULL,NULL
1164,つれて きます,NULL,dẫn (một ai đó) đến,NULL,24,NULL,NULL
1165,おくります［ひとを～］,NULL,tiễn [một ai đó],NULL,24,NULL,NULL
1166,しょうかいします,NULL,giới thiệu,NULL,24,NULL,NULL
1167,あんないします,NULL,"hướng dẫn, giới thiệu, dẫn đường",NULL,24,NULL,NULL
1168,せつめいします,NULL,"giải thích, trình bày",NULL,24,NULL,NULL
1169,おじいさん／おじいちゃん,NULL,"ông nội, ông ngoại, ông (cụ/lão)",NULL,24,NULL,NULL
1170,おばあさん／おばあちゃん,NULL,"bà nội, bà ngoại, bà (cụ/lão)",NULL,24,NULL,NULL
1171,じゅんび,NULL,sự chuẩn bị (～［を］します : chuẩn bị),NULL,24,NULL,NULL
1172,ひっこし,NULL,sự chuyển nhà (～［を］します : chuyển nhà),NULL,24,NULL,NULL
1173,［お］かし,NULL,bánh kẹo,NULL,24,NULL,NULL
1174,ホームステイ,NULL,homestay,NULL,24,NULL,NULL
1175,ぜんぶ,NULL,"toàn bộ, tất cả",NULL,24,NULL,NULL
1176,じぶんで,NULL,tự (mình),NULL,24,NULL,NULL
1177,ほかに,NULL,"ngoài ra, bên cạnh đó",NULL,24,NULL,NULL
1178,ははの ひ,NULL,Ngày của Mẹ,NULL,24,NULL,NULL
1179,いれます［コーヒーを～］,NULL,pha [cà-phê],NULL,24,NULL,NULL
1180,いみ,NULL,ý nghĩa,NULL,24,NULL,NULL
1181,ワゴンしゃ,NULL,xe ô-tô kiểu wagon (có thùng đóng kín),NULL,24,NULL,NULL
1182,［お］べんとう,NULL,cơm hộp,NULL,24,NULL,NULL
1183,かんがえます,NULL,"nghĩ, suy nghĩ",NULL,25,NULL,NULL
1184,つきます,NULL,đến,NULL,25,NULL,NULL
1185,とります［としを～］,NULL,"có, thêm [tuổi]",NULL,25,NULL,NULL
1186,たります,NULL,đủ,NULL,25,NULL,NULL
1187,いなか,NULL,"quê, nông thôn",NULL,25,NULL,NULL
1188,チャンス,NULL,cơ hội,NULL,25,NULL,NULL
1189,おく,NULL,một trăm triệu,NULL,25,NULL,NULL
1190,もし［～たら］,NULL,nếu,NULL,25,NULL,NULL
1191,いみ,NULL,"nghĩa, ý nghĩa",NULL,25,NULL,NULL
1192,もしもし,NULL,A-lô,NULL,25,NULL,NULL
1193,てんきん,NULL,việc chuyển địa điểm làm việc (～します : chuyển địa điểm làm việc),NULL,25,NULL,NULL
1194,こと,NULL,"việc, chuyện (～の こと : việc, chuyện về ～)",NULL,25,NULL,NULL
1195,ひま,NULL,thời gian rảnh,NULL,25,NULL,NULL
1196,［いろいろ］おせわに なりました。,NULL,Cảm ơn anh/chị đã giúp đỡ tôi (nhiều),NULL,25,NULL,NULL
1197,がんばります,NULL,"cố, cố gắng",NULL,25,NULL,NULL
1198,どうぞ おげんきで。,NULL,Chúc anh/chị mạnh khỏe. Anh/Chị hãy bảo trọng. (câu nói trước khi chia tay với ai đó mà có lẽ lâu nữa mới gặp lại),NULL,25,NULL,NULL
1199,ベトナム,NULL,Việt Nam,NULL,25,NULL,NULL
1200,りゅうがくします,NULL,du học,NULL,25,NULL,NULL
1201,たいしかん,NULL,đại sứ quán,NULL,25,NULL,NULL
1202,グループ,NULL,"nhóm, đoàn",NULL,25,NULL,NULL
1203,いくら［～でも］,NULL,"cho dù, thế nào [～ đi nữa]",NULL,25,NULL,NULL
1204,いっぱい のみましょう。,NULL,Chúng ta cùng uống nhé.,NULL,25,NULL,NULL
1205,みます,NULL,"kiểm tra, khám bệnh",NULL,26,NULL,NULL
1206,さがします,NULL,"tìm, tìm kiếm",NULL,26,NULL,NULL
1207,おくれます［じかんに～］,NULL,"chậm, muộn [giờ]",NULL,26,NULL,NULL
1208,まに あいます［じかんに～］,NULL,kịp [giờ],NULL,26,NULL,NULL
1209,やります,NULL,làm,NULL,26,NULL,NULL
1210,ひろいます,NULL,"nhặt, lượm",NULL,26,NULL,NULL
1211,れんらくします,NULL,liên lạc,NULL,26,NULL,NULL
1212,きぶんが いい,NULL,"cảm thấy thoải mái, cảm thấy khỏe",NULL,26,NULL,NULL
1213,きぶんが わるい,NULL,"cảm thấy không thoải mái, cảm thấy mệt",NULL,26,NULL,NULL
1214,うんどうかい,NULL,hội thi thể thao,NULL,26,NULL,NULL
1215,ぼんおどり,NULL,múa Bon,NULL,26,NULL,NULL
1216,フリーマーケット,NULL,"chợ đồ cũ, chợ trời",NULL,26,NULL,NULL
1217,ばしょ,NULL,"địa điểm, nơi",NULL,26,NULL,NULL
1218,ボランティア,NULL,tình nguyện viên,NULL,26,NULL,NULL
1219,さいふ,NULL,ví,NULL,26,NULL,NULL
1220,ごみ,NULL,rác,NULL,26,NULL,NULL
1221,こっかいぎじどう,NULL,tòa nhà quốc hội,NULL,26,NULL,NULL
1222,へいじつ,NULL,ngày thường,NULL,26,NULL,NULL
1223,～べん,NULL,"phương ngữ ～, tiếng ～, giọng ～",NULL,26,NULL,NULL
1224,こんど,NULL,lần tới,NULL,26,NULL,NULL
1225,ずいぶん,NULL,"khác, tương đối",NULL,26,NULL,NULL
1226,ちょくせつ,NULL,trực tiếp,NULL,26,NULL,NULL
1227,いつでも,NULL,lúc nào cũng,NULL,26,NULL,NULL
1228,どこでも,NULL,ở đâu cũng,NULL,26,NULL,NULL
1229,だれでも,NULL,ai cũng,NULL,26,NULL,NULL
1230,なんでも,NULL,cái gì cũng,NULL,26,NULL,NULL
1231,こんな ～,NULL,～ như thế này,NULL,26,NULL,NULL
1232,そんな ～,NULL,～ như thế đó (gần người nghe),NULL,26,NULL,NULL
1233,あんな ～,NULL,～ như thế kia (xa cả người nói và người nghe),NULL,26,NULL,NULL
1234,エドアストア,NULL,tên một cửa hàng giả định,NULL,26,NULL,NULL
1235,かたづきます［にもつが～］,NULL,"được dọn dẹp ngăn nắp, gọn gàng [đồ đạc ～]",NULL,26,NULL,NULL
1236,だします［ごみを～］,NULL,"đổ, để [rác]",NULL,26,NULL,NULL
1237,もえる ごみ,NULL,rác cháy được,NULL,26,NULL,NULL
1238,おきば,NULL,nơi để,NULL,26,NULL,NULL
1239,よこ,NULL,bên cạnh,NULL,26,NULL,NULL
1240,びん,NULL,chai,NULL,26,NULL,NULL
1241,かん,NULL,lon,NULL,26,NULL,NULL
1242,ガス,NULL,ga,NULL,26,NULL,NULL
1243,～がいしゃ,NULL,công ty ～,NULL,26,NULL,NULL
1244,うちゅう,NULL,vũ trụ,NULL,26,NULL,NULL
1245,～さま,NULL,ông/bà/ngài ～ (kính ngữ của ～さん),NULL,26,NULL,NULL
1246,うちゅうせん,NULL,tàu vũ trụ,NULL,26,NULL,NULL
1247,こわい,NULL,sợ,NULL,26,NULL,NULL
1248,うちゅうステーション,NULL,trạm vũ trụ,NULL,26,NULL,NULL
1249,ちがいます,NULL,khác,NULL,26,NULL,NULL
1250,うちゅうひこうし,NULL,nhà du hành vũ trụ,NULL,26,NULL,NULL
1251,ほしであきひこ,NULL,nhà du hành vũ trụ người Nhật Bản (1968 - ),NULL,26,NULL,NULL
1252,さんかします［パーティーに～］,NULL,"tham gia, dự [buổi tiệc]",NULL,26,NULL,NULL
1253,もうしこみます,NULL,đăng ký,NULL,26,NULL,NULL
1254,つごうが いい,NULL,"có thời gian, thuận tiện",NULL,26,NULL,NULL
1255,つごうが わるい,NULL,"không có thời gian, bận, không thuận tiện",NULL,26,NULL,NULL
1256,しんぶんしゃ,NULL,"công ty phát hành báo, tòa soạn báo",NULL,26,NULL,NULL
1257,じゅうどう,NULL,judo (nhu đạo),NULL,26,NULL,NULL
1258,NHK,NULL,Nippon Hoso Kyokai (Hãng phát thanh truyền hình),NULL,26,NULL,NULL
1259,こどもの ひ,NULL,Ngày trẻ em,NULL,26,NULL,NULL
1260,もえます［ごみが～］,NULL,cháy được [rác ～],NULL,26,NULL,NULL
1261,げっすいきん,NULL,"thứ hai, thứ tư, thứ sáu",NULL,26,NULL,NULL
1262,［お］ゆ,NULL,nước nóng,NULL,26,NULL,NULL
1263,こまったなあ。,NULL,Làm thế nào đây!/Căng quá nhỉ!/Gay quá!,NULL,26,NULL,NULL
1264,でんしメール,NULL,"thư điện tử, e-mail",NULL,26,NULL,NULL
1265,べつの,NULL,khác,NULL,26,NULL,NULL
1266,どいたかお,NULL,nhà du hành vũ trụ người Nhật (1954 - ),NULL,26,NULL,NULL
1267,かいます,NULL,nuôi,NULL,27,NULL,NULL
1268,はしります［みちを～］,NULL,chạy [trên đường],NULL,27,NULL,NULL
1269,みえます［やまが～］,NULL,nhìn thấy [núi],NULL,27,NULL,NULL
1270,きこえます［おとが～］,NULL,"nghe thấy [tiếng, âm thanh]",NULL,27,NULL,NULL
1271,できます［みちが～］,NULL,"được làm, được hoàn thành [con đường ～]",NULL,27,NULL,NULL
1272,ひらきます［きょうしつを～］,NULL,"mở, tổ chức [lớp]",NULL,27,NULL,NULL
1273,しんぱい［な］,NULL,lo lắng,NULL,27,NULL,NULL
1274,ペット,NULL,"thú cưng, động vật nuôi",NULL,27,NULL,NULL
1275,とり,NULL,chim,NULL,27,NULL,NULL
1276,こえ,NULL,tiếng,NULL,27,NULL,NULL
1277,なみ,NULL,sóng,NULL,27,NULL,NULL
1278,はなび,NULL,pháo hoa,NULL,27,NULL,NULL
1279,どうぐ,NULL,dụng cụ,NULL,27,NULL,NULL
1280,クリーニング,NULL,giặt là,NULL,27,NULL,NULL
1281,いえ,NULL,nhà,NULL,27,NULL,NULL
1282,マンション,NULL,chung cư,NULL,27,NULL,NULL
1283,キッチン,NULL,bếp,NULL,27,NULL,NULL
1284,～きょうしつ,NULL,lớp học ～,NULL,27,NULL,NULL
1285,パーティールーム,NULL,phòng tổ chức tiệc,NULL,27,NULL,NULL
1286,かた,NULL,"vị, ngài (kính ngữ của ひと)",NULL,27,NULL,NULL
1287,～ご,NULL,～ sau (về mặt thời gian),NULL,27,NULL,NULL
1288,～しか,NULL,chỉ ～ (được dùng với thể phủ định),NULL,27,NULL,NULL
1289,ほかの,NULL,khác,NULL,27,NULL,NULL
1290,はっきり,NULL,rõ ràng,NULL,27,NULL,NULL
1291,かぐ,NULL,đồ gỗ trong nhà,NULL,27,NULL,NULL
1292,ほんだな,NULL,giá sách,NULL,27,NULL,NULL
1293,いつか,NULL,lúc nào đó,NULL,27,NULL,NULL
1294,たてます,NULL,xây,NULL,27,NULL,NULL
1295,すばらしい,NULL,tuyệt vời,NULL,27,NULL,NULL
1296,こどもたち,NULL,bọn trẻ,NULL,27,NULL,NULL
1297,だいすき［な］,NULL,rất thích,NULL,27,NULL,NULL
1298,しゅじんこう,NULL,nhân vật chính,NULL,27,NULL,NULL
1299,かたち,NULL,hình dạng,NULL,27,NULL,NULL
1300,ふしぎ［な］,NULL,"lạ, kỳ lạ",NULL,27,NULL,NULL
1301,ポケット,NULL,chiếc túi,NULL,27,NULL,NULL
1302,たとえば,NULL,ví dụ,NULL,27,NULL,NULL
1303,つけます,NULL,gắn,NULL,27,NULL,NULL
1304,じゆうに,NULL,"một cách tự do, thoải mái",NULL,27,NULL,NULL
1305,そら,NULL,bầu trời,NULL,27,NULL,NULL
1306,とびます,NULL,bay,NULL,27,NULL,NULL
1307,むかし,NULL,ngày xưa,NULL,27,NULL,NULL
1308,じぶん,NULL,tự mình,NULL,27,NULL,NULL
1309,しょうらい,NULL,tương lai,NULL,27,NULL,NULL
1310,ドラえもん,NULL,tên nhân vật xuất hiện trong truyện tranh,NULL,27,NULL,NULL
1311,とります［やすみを～］,NULL,xin [nghỉ],NULL,27,NULL,NULL
1312,けしき,NULL,phong cảnh,NULL,27,NULL,NULL
1313,ひるま,NULL,thời gian ban ngày,NULL,27,NULL,NULL
1314,じどうはんばいき,NULL,máy bán tự động,NULL,27,NULL,NULL
1315,つうしんはんばい,NULL,thương mại viễn thông (mua bán hàng qua các phương tiện truyền thông),NULL,27,NULL,NULL
1316,だいどころ,NULL,bếp,NULL,27,NULL,NULL
1317,ほとんど,NULL,"hầu hết, hầu như",NULL,27,NULL,NULL
1318,かんさいくうこう,NULL,Sân bay (quốc tế) kansai,NULL,27,NULL,NULL
